transition_date,transition_hour,number_of_passenger,station_poi_desc_cd
2024-09-04,13,23,SISHANE KUZEY
2024-09-04,13,7,OSMANBEY 2 GUNEY
2024-09-04,13,1,SANAYI MAH. GUNEY
2024-09-04,13,3,TAKSIM GUNEY
2024-09-04,13,5,HALIC GUNEY
2024-09-04,13,1,DARUSSAFAKA
2024-09-04,13,1,HALIC GUNEY
2024-09-04,13,3,SEYRANTEPE 2 DOGU
2024-09-04,13,1,SISHANE KUZEY
2024-09-04,13,1,YENIKAPI GUNEY
2024-09-04,13,2,YENIKAPI GUNEY
2024-09-04,13,127,GAYRETTEPE
2024-09-04,13,3,SISLI 2 KUZEY
2024-09-04,13,79,HACIOSMAN
2024-09-04,13,2,HALIC KUZEY
2024-09-04,13,1,VEZNECILER GUNEY
2024-09-04,13,2,YENIKAPI GUNEY
2024-09-04,13,13,SISHANE KUZEY
2024-09-04,13,9,ITU KUZEY
2024-09-04,13,1,YENIKAPI KUZEY
2024-09-04,13,21,SISHANE GUNEY
2024-09-04,13,7,VEZNECILER KUZEY
2024-09-04,13,5,OSMANBEY KUZEY
2024-09-04,13,14,4 LEVENT KUZEY
2024-09-04,13,179,SISLI 2 KUZEY
2024-09-04,13,141,LEVENT 2 KUZEY
2024-09-04,13,13,4 LEVENT KUZEY
2024-09-04,13,8,SANAYI MAH. GUNEY
2024-09-04,13,12,ATATURK OTO SANAYI GUNEY
2024-09-04,13,1,LEVENT 2 KUZEY
2024-09-04,13,1,GAYRETTEPE
2024-09-04,13,51,SEYRANTEPE 3 STAD GIRISI
2024-09-04,13,2,SISLI 2 KUZEY
2024-09-04,13,114,HALIC GUNEY
2024-09-04,13,1,SISHANE GUNEY
2024-09-04,13,2,SISLI 2 KUZEY
2024-09-04,13,3,SISHANE KUZEY
2024-09-04,13,65,YENIKAPI KUZEY
2024-09-04,13,1,SISHANE GUNEY
2024-09-04,13,1,LEVENT GUNEY
2024-09-04,13,1,DARUSSAFAKA
2024-09-04,13,3,OSMANBEY KUZEY
2024-09-04,13,3,YENIKAPI GUNEY
2024-09-04,13,1,GAYRETTEPE
2024-09-04,13,3,GAYRETTEPE
2024-09-04,13,1,SISHANE KUZEY
2024-09-04,13,168,YENIKAPI GUNEY
2024-09-04,13,4,YENIKAPI GUNEY
2024-09-04,13,129,HACIOSMAN
2024-09-04,13,1,GAYRETTEPE
2024-09-04,13,2,VEZNECILER GUNEY
2024-09-04,13,1,ITU GUNEY
2024-09-04,13,2,TAKSIM GUNEY
2024-09-04,13,60,YENIKAPI GUNEY
2024-09-04,13,1,HALIC GUNEY
2024-09-04,13,24,HACIOSMAN
2024-09-04,13,7,SANAYI MAH. GUNEY
2024-09-04,13,1,OSMANBEY KUZEY
2024-09-04,13,5,SEYRANTEPE 2 DOGU
2024-09-04,13,5,SEYRANTEPE 3 STAD GIRISI
2024-09-04,13,54,LEVENT GUNEY
2024-09-04,13,42,OSMANBEY 2 GUNEY
2024-09-04,13,14,4 LEVENT 2 GUNEY
2024-09-04,13,1,ATATURK OTO SANAYI GUNEY
2024-09-04,13,4,YENIKAPI GUNEY
2024-09-04,13,27,OSMANBEY KUZEY
2024-09-04,13,2,HACIOSMAN
2024-09-04,13,347,OSMANBEY KUZEY
2024-09-04,13,3,VEZNECILER KUZEY
2024-09-04,13,286,OSMANBEY 2 GUNEY
2024-09-04,13,3,GAYRETTEPE
2024-09-04,13,7,ITU KUZEY
2024-09-04,13,2,OSMANBEY KUZEY
2024-09-04,13,1,OSMANBEY KUZEY
2024-09-04,13,1,ITU GUNEY
2024-09-04,13,2,SISHANE GUNEY
2024-09-04,13,3,OSMANBEY KUZEY
2024-09-04,13,1,SEYRANTEPE 2 DOGU
2024-09-04,13,3,ATATURK OTO SANAYI KUZEY
2024-09-04,13,22,SISHANE GUNEY
2024-09-04,13,1,SISLI GUNEY
2024-09-04,13,10,SISHANE KUZEY
2024-09-04,13,2,YENIKAPI GUNEY
2024-09-04,13,1,OSMANBEY 2 GUNEY
2024-09-04,13,55,SISLI GUNEY
2024-09-04,13,75,GAYRETTEPE
2024-09-04,13,2,LEVENT GUNEY
2024-09-04,13,1,YENIKAPI GUNEY
2024-09-04,13,2,ATATURK OTO SANAYI KUZEY
2024-09-04,13,2,LEVENT 2 KUZEY
2024-09-04,13,1,4 LEVENT 2 GUNEY
2024-09-04,13,3,YENIKAPI KUZEY
2024-09-04,13,19,SISLI 2 KUZEY
2024-09-04,13,2,SISLI 2 KUZEY
2024-09-04,13,1,SISLI 2 KUZEY
2024-09-04,13,17,LEVENT GUNEY
2024-09-04,13,2,SEYRANTEPE 3 STAD GIRISI
2024-09-04,13,8,VEZNECILER GUNEY
2024-09-04,13,8,YENIKAPI KUZEY
2024-09-04,13,3,DARUSSAFAKA
2024-09-04,13,2,SISLI 2 KUZEY
2024-09-04,13,47,ITU KUZEY
2024-09-04,13,2,DARUSSAFAKA
2024-09-04,13,22,VEZNECILER GUNEY
2024-09-04,13,7,DARUSSAFAKA
2024-09-04,13,3,VEZNECILER KUZEY
2024-09-04,13,2,ITU KUZEY
2024-09-04,13,1,YENIKAPI KUZEY
2024-09-04,13,1,OSMANBEY KUZEY
2024-09-04,13,1,SISLI 2 KUZEY
2024-09-04,13,36,4 LEVENT KUZEY
2024-09-04,13,2,LEVENT GUNEY
2024-09-04,13,1,LEVENT GUNEY
2024-09-04,13,7,SISLI GUNEY
2024-09-04,13,12,SISLI 2 KUZEY
2024-09-04,13,3,DARUSSAFAKA
2024-09-04,13,1,DARUSSAFAKA
2024-09-04,13,12,HACIOSMAN
2024-09-04,13,1,SISLI GUNEY
2024-09-04,13,1,SANAYI MAH. GUNEY
2024-09-04,13,2,OSMANBEY 2 GUNEY
2024-09-04,13,3,SISLI GUNEY
2024-09-04,13,2,SEYRANTEPE 3 STAD GIRISI
2024-09-04,13,28,TAKSIM GUNEY
2024-09-04,13,5,TAKSIM GUNEY
2024-09-04,13,14,SEYRANTEPE 2 DOGU
2024-09-04,13,14,ITU GUNEY
2024-09-04,13,1,TAKSIM GUNEY
2024-09-04,13,80,LEVENT GUNEY
2024-09-04,13,1,YENIKAPI KUZEY
2024-09-04,13,8,VEZNECILER GUNEY
2024-09-04,13,4,SANAYI MAH. GUNEY
2024-09-04,13,2,YENIKAPI KUZEY
2024-09-04,13,2,TAKSIM GUNEY
2024-09-04,13,1,YENIKAPI KUZEY
2024-09-04,13,4,HALIC GUNEY
2024-09-04,13,2,SISLI GUNEY
2024-09-04,13,233,GAYRETTEPE
2024-09-04,13,7,SEYRANTEPE 1 BATI
2024-09-04,13,3,SISLI 2 KUZEY
2024-09-04,13,1,SISHANE GUNEY
2024-09-04,13,2,SISLI GUNEY
2024-09-04,13,1,HACIOSMAN
2024-09-04,13,2,OSMANBEY KUZEY
2024-09-04,13,2,SANAYI MAH. KUZEY
2024-09-04,13,2,YENIKAPI KUZEY
2024-09-04,13,4,YENIKAPI GUNEY
2024-09-04,13,1,HALIC GUNEY
2024-09-04,13,1,SANAYI MAH. GUNEY
2024-09-04,13,1,YENIKAPI KUZEY
2024-09-04,13,1,ITU KUZEY
2024-09-04,13,1,VEZNECILER GUNEY
2024-09-04,13,178,4 LEVENT KUZEY
2024-09-04,13,3,SISLI 2 KUZEY
2024-09-04,13,2,SISHANE GUNEY
2024-09-04,13,17,HALIC GUNEY
2024-09-04,13,48,SISLI 2 KUZEY
2024-09-04,13,1,4 LEVENT 2 GUNEY
2024-09-04,13,52,TAKSIM GUNEY
2024-09-04,13,1,SISHANE GUNEY
2024-09-04,13,20,VEZNECILER KUZEY
2024-09-04,13,461,TAKSIM GUNEY
2024-09-04,13,1,4 LEVENT 2 GUNEY
2024-09-04,13,1,DARUSSAFAKA
2024-09-04,13,2,YENIKAPI KUZEY
2024-09-04,13,141,VEZNECILER GUNEY
2024-09-04,13,1,4 LEVENT 2 GUNEY
2024-09-04,13,2,LEVENT GUNEY
2024-09-04,13,1,SISHANE KUZEY
2024-09-04,13,1,SANAYI MAH. KUZEY
2024-09-04,13,2,HACIOSMAN
2024-09-04,13,1,OSMANBEY KUZEY
2024-09-04,13,1,SEYRANTEPE 3 STAD GIRISI
2024-09-04,13,68,TAKSIM GUNEY
2024-09-04,13,1,HACIOSMAN
2024-09-04,13,41,YENIKAPI KUZEY
2024-09-04,13,9,LEVENT GUNEY
2024-09-04,13,17,SEYRANTEPE 3 STAD GIRISI
2024-09-04,13,8,SANAYI MAH. KUZEY
2024-09-04,13,1,ITU GUNEY
2024-09-04,13,54,SANAYI MAH. GUNEY
2024-09-04,13,1,DARUSSAFAKA
2024-09-04,13,7,ATATURK OTO SANAYI GUNEY
2024-09-04,13,25,ATATURK OTO SANAYI KUZEY
2024-09-04,13,11,SISHANE GUNEY
2024-09-04,13,5,SEYRANTEPE 3 STAD GIRISI
2024-09-04,13,1,SISLI GUNEY
2024-09-04,13,58,DARUSSAFAKA
2024-09-04,13,38,OSMANBEY 2 GUNEY
2024-09-04,13,1,SEYRANTEPE 1 BATI
2024-09-04,13,43,VEZNECILER GUNEY
2024-09-04,13,21,GAYRETTEPE
2024-09-04,13,4,VEZNECILER KUZEY
2024-09-04,13,23,GAYRETTEPE
2024-09-04,13,1,VEZNECILER KUZEY
2024-09-04,13,4,4 LEVENT 2 GUNEY
2024-09-04,13,22,SISLI GUNEY
2024-09-04,13,10,LEVENT 2 KUZEY
2024-09-04,13,5,HALIC KUZEY
2024-09-04,13,4,TAKSIM GUNEY
2024-09-04,13,2,OSMANBEY 2 GUNEY
2024-09-04,13,1,YENIKAPI KUZEY
2024-09-04,13,3,OSMANBEY 2 GUNEY
2024-09-04,13,383,SISLI 2 KUZEY
2024-09-04,13,106,SISHANE GUNEY
2024-09-04,13,4,4 LEVENT KUZEY
2024-09-04,13,1,HACIOSMAN
2024-09-04,13,1,ATATURK OTO SANAYI GUNEY
2024-09-04,13,111,SISHANE KUZEY
2024-09-04,13,4,SISLI 2 KUZEY
2024-09-04,13,2,HACIOSMAN
2024-09-04,13,3,SANAYI MAH. KUZEY
2024-09-04,13,26,LEVENT 2 KUZEY
2024-09-04,13,2,VEZNECILER GUNEY
2024-09-04,13,1,HACIOSMAN
2024-09-04,13,1,SISHANE GUNEY
2024-09-04,13,5,TAKSIM GUNEY
2024-09-04,13,6,TAKSIM GUNEY
2024-09-04,13,2,HACIOSMAN
2024-09-04,13,1,ITU GUNEY
2024-09-04,13,1,SANAYI MAH. GUNEY
2024-09-04,13,1,YENIKAPI GUNEY
2024-09-04,13,1,OSMANBEY KUZEY
2024-09-04,13,3,GAYRETTEPE
2024-09-04,13,1,OSMANBEY 2 GUNEY
2024-09-04,13,1,SISLI GUNEY
2024-09-04,13,1,OSMANBEY KUZEY
2024-09-04,13,1,GAYRETTEPE
2024-09-04,13,53,OSMANBEY KUZEY
2024-09-04,13,1,SISHANE GUNEY
2024-09-04,13,2,SISHANE KUZEY
2024-09-04,13,13,ITU GUNEY
2024-09-04,13,8,SANAYI MAH. KUZEY
2024-09-04,13,9,HACIOSMAN
2024-09-04,13,7,HALIC KUZEY
2024-09-04,13,3,LEVENT 2 KUZEY
2024-09-04,13,63,VEZNECILER KUZEY
2024-09-04,13,1,SISLI 2 KUZEY
2024-09-04,13,7,SISLI 2 KUZEY
2024-09-04,13,1,YENIKAPI GUNEY
2024-09-04,14,4,SEYRANTEPE 1 BATI
2024-09-04,14,1,ITU KUZEY
2024-09-04,14,19,4 LEVENT 2 GUNEY
2024-09-04,14,11,GAYRETTEPE
2024-09-04,14,1,SISHANE KUZEY
2024-09-04,14,17,LEVENT GUNEY
2024-09-04,14,74,GAYRETTEPE
2024-09-04,14,2,LEVENT GUNEY
2024-09-04,14,43,SANAYI MAH. GUNEY
2024-09-04,14,15,HACIOSMAN
2024-09-04,14,1,VEZNECILER KUZEY
2024-09-04,14,1,VEZNECILER GUNEY
2024-09-04,14,12,OSMANBEY 2 GUNEY
2024-09-04,14,4,SISHANE KUZEY
2024-09-04,14,142,GAYRETTEPE
2024-09-04,14,12,SANAYI MAH. GUNEY
2024-09-04,14,19,VEZNECILER GUNEY
2024-09-04,14,7,LEVENT 2 KUZEY
2024-09-04,14,1,HALIC KUZEY
2024-09-04,14,2,YENIKAPI KUZEY
2024-09-04,14,1,4 LEVENT KUZEY
2024-09-04,14,1,SISLI 2 KUZEY
2024-09-04,14,7,ATATURK OTO SANAYI GUNEY
2024-09-04,14,1,YENIKAPI KUZEY
2024-09-04,14,6,SEYRANTEPE 3 STAD GIRISI
2024-09-04,14,1,SISLI 2 KUZEY
2024-09-04,14,18,HALIC GUNEY
2024-09-04,14,1,VEZNECILER KUZEY
2024-09-04,14,1,TAKSIM GUNEY
2024-09-04,14,10,SISLI GUNEY
2024-09-04,14,1,GAYRETTEPE
2024-09-04,14,1,SISHANE GUNEY
2024-09-04,14,4,SISLI 2 KUZEY
2024-09-04,14,3,SANAYI MAH. KUZEY
2024-09-04,14,3,DARUSSAFAKA
2024-09-04,14,267,GAYRETTEPE
2024-09-04,14,1,VEZNECILER GUNEY
2024-09-04,14,14,ITU KUZEY
2024-09-04,14,48,OSMANBEY KUZEY
2024-09-04,14,307,SISLI 2 KUZEY
2024-09-04,14,1,SANAYI MAH. GUNEY
2024-09-04,14,53,OSMANBEY KUZEY
2024-09-04,14,2,SISHANE GUNEY
2024-09-04,14,12,SANAYI MAH. KUZEY
2024-09-04,14,2,YENIKAPI GUNEY
2024-09-04,14,1,YENIKAPI GUNEY
2024-09-04,14,3,YENIKAPI KUZEY
2024-09-04,14,5,TAKSIM GUNEY
2024-09-04,14,1,GAYRETTEPE
2024-09-04,14,8,GAYRETTEPE
2024-09-04,14,1,LEVENT 2 KUZEY
2024-09-04,14,2,YENIKAPI GUNEY
2024-09-04,14,43,OSMANBEY 2 GUNEY
2024-09-04,14,1,SEYRANTEPE 3 STAD GIRISI
2024-09-04,14,1,4 LEVENT KUZEY
2024-09-04,14,10,YENIKAPI GUNEY
2024-09-04,14,3,4 LEVENT KUZEY
2024-09-04,14,2,YENIKAPI GUNEY
2024-09-04,14,4,ATATURK OTO SANAYI GUNEY
2024-09-04,14,2,HACIOSMAN
2024-09-04,14,157,SISLI 2 KUZEY
2024-09-04,14,1,VEZNECILER GUNEY
2024-09-04,14,3,LEVENT 2 KUZEY
2024-09-04,14,1,SANAYI MAH. GUNEY
2024-09-04,14,188,LEVENT 2 KUZEY
2024-09-04,14,1,ATATURK OTO SANAYI KUZEY
2024-09-04,14,1,SANAYI MAH. KUZEY
2024-09-04,14,6,SISLI 2 KUZEY
2024-09-04,14,1,ATATURK OTO SANAYI KUZEY
2024-09-04,14,1,SISHANE KUZEY
2024-09-04,14,2,SISLI 2 KUZEY
2024-09-04,14,28,4 LEVENT 2 GUNEY
2024-09-04,14,2,TAKSIM GUNEY
2024-09-04,14,21,4 LEVENT KUZEY
2024-09-04,14,2,SEYRANTEPE 3 STAD GIRISI
2024-09-04,14,3,GAYRETTEPE
2024-09-04,14,280,OSMANBEY 2 GUNEY
2024-09-04,14,1,OSMANBEY 2 GUNEY
2024-09-04,14,1,SEYRANTEPE 2 DOGU
2024-09-04,14,12,ITU GUNEY
2024-09-04,14,6,SANAYI MAH. KUZEY
2024-09-04,14,6,DARUSSAFAKA
2024-09-04,14,1,HACIOSMAN
2024-09-04,14,1,GAYRETTEPE
2024-09-04,14,3,YENIKAPI GUNEY
2024-09-04,14,1,OSMANBEY KUZEY
2024-09-04,14,2,SISLI 2 KUZEY
2024-09-04,14,1,YENIKAPI KUZEY
2024-09-04,14,2,SISLI GUNEY
2024-09-04,14,1,VEZNECILER KUZEY
2024-09-04,14,2,SISLI GUNEY
2024-09-04,14,3,GAYRETTEPE
2024-09-04,14,8,ITU KUZEY
2024-09-04,14,7,SEYRANTEPE 3 STAD GIRISI
2024-09-04,14,1,ITU GUNEY
2024-09-04,14,83,SEYRANTEPE 3 STAD GIRISI
2024-09-04,14,2,SEYRANTEPE 1 BATI
2024-09-04,14,1,GAYRETTEPE
2024-09-04,14,3,HALIC GUNEY
2024-09-04,14,1,TAKSIM GUNEY
2024-09-04,14,11,YENIKAPI KUZEY
2024-09-04,14,2,OSMANBEY KUZEY
2024-09-04,14,404,SISLI 2 KUZEY
2024-09-04,14,5,4 LEVENT 2 GUNEY
2024-09-04,14,9,SANAYI MAH. GUNEY
2024-09-04,14,1,SISHANE GUNEY
2024-09-04,14,3,VEZNECILER GUNEY
2024-09-04,14,31,ITU GUNEY
2024-09-04,14,151,HACIOSMAN
2024-09-04,14,1,OSMANBEY 2 GUNEY
2024-09-04,14,1,SANAYI MAH. KUZEY
2024-09-04,14,3,TAKSIM GUNEY
2024-09-04,14,12,SANAYI MAH. KUZEY
2024-09-04,14,2,SISLI GUNEY
2024-09-04,14,2,DARUSSAFAKA
2024-09-04,14,202,YENIKAPI GUNEY
2024-09-04,14,1,SISLI 2 KUZEY
2024-09-04,14,1,HACIOSMAN
2024-09-04,14,1,4 LEVENT KUZEY
2024-09-04,14,3,YENIKAPI KUZEY
2024-09-04,14,2,HACIOSMAN
2024-09-04,14,1,SISLI GUNEY
2024-09-04,14,85,HACIOSMAN
2024-09-04,14,1,LEVENT GUNEY
2024-09-04,14,28,LEVENT 2 KUZEY
2024-09-04,14,442,TAKSIM GUNEY
2024-09-04,14,8,HACIOSMAN
2024-09-04,14,1,SANAYI MAH. GUNEY
2024-09-04,14,3,LEVENT 2 KUZEY
2024-09-04,14,7,ATATURK OTO SANAYI GUNEY
2024-09-04,14,1,OSMANBEY 2 GUNEY
2024-09-04,14,3,VEZNECILER KUZEY
2024-09-04,14,18,TAKSIM GUNEY
2024-09-04,14,1,ITU GUNEY
2024-09-04,14,2,SISHANE GUNEY
2024-09-04,14,14,SISHANE GUNEY
2024-09-04,14,59,VEZNECILER GUNEY
2024-09-04,14,5,YENIKAPI GUNEY
2024-09-04,14,67,TAKSIM GUNEY
2024-09-04,14,2,TAKSIM GUNEY
2024-09-04,14,1,TAKSIM GUNEY
2024-09-04,14,1,SISLI 2 KUZEY
2024-09-04,14,1,ITU KUZEY
2024-09-04,14,1,ATATURK OTO SANAYI KUZEY
2024-09-04,14,6,SISLI GUNEY
2024-09-04,14,1,DARUSSAFAKA
2024-09-04,14,1,LEVENT GUNEY
2024-09-04,14,9,HALIC GUNEY
2024-09-04,14,8,TAKSIM GUNEY
2024-09-04,14,2,SISHANE GUNEY
2024-09-04,14,1,4 LEVENT KUZEY
2024-09-04,14,1,ITU GUNEY
2024-09-04,14,1,YENIKAPI KUZEY
2024-09-04,14,31,HACIOSMAN
2024-09-04,14,5,SEYRANTEPE 3 STAD GIRISI
2024-09-04,14,2,SISLI GUNEY
2024-09-04,14,4,YENIKAPI GUNEY
2024-09-04,14,21,SISHANE KUZEY
2024-09-04,14,1,ATATURK OTO SANAYI GUNEY
2024-09-04,14,18,SEYRANTEPE 2 DOGU
2024-09-04,14,1,4 LEVENT KUZEY
2024-09-04,14,3,OSMANBEY 2 GUNEY
2024-09-04,14,2,TAKSIM GUNEY
2024-09-04,14,3,SISHANE KUZEY
2024-09-04,14,109,SISHANE GUNEY
2024-09-04,14,1,YENIKAPI KUZEY
2024-09-04,14,1,YENIKAPI KUZEY
2024-09-04,14,2,DARUSSAFAKA
2024-09-04,14,1,SANAYI MAH. GUNEY
2024-09-04,14,6,4 LEVENT 2 GUNEY
2024-09-04,14,6,SISHANE GUNEY
2024-09-04,14,1,HALIC KUZEY
2024-09-04,14,1,SEYRANTEPE 2 DOGU
2024-09-04,14,1,4 LEVENT 2 GUNEY
2024-09-04,14,3,YENIKAPI GUNEY
2024-09-04,14,16,ITU GUNEY
2024-09-04,14,1,SISHANE KUZEY
2024-09-04,14,3,SISLI 2 KUZEY
2024-09-04,14,1,SEYRANTEPE 2 DOGU
2024-09-04,14,1,SISHANE KUZEY
2024-09-04,14,4,HALIC GUNEY
2024-09-04,14,2,LEVENT GUNEY
2024-09-04,14,1,LEVENT 2 KUZEY
2024-09-04,14,182,HALIC GUNEY
2024-09-04,14,2,VEZNECILER KUZEY
2024-09-04,14,1,HACIOSMAN
2024-09-04,14,1,VEZNECILER GUNEY
2024-09-04,14,22,ATATURK OTO SANAYI KUZEY
2024-09-04,14,12,YENIKAPI KUZEY
2024-09-04,14,63,YENIKAPI GUNEY
2024-09-04,14,1,TAKSIM GUNEY
2024-09-04,14,12,SISHANE KUZEY
2024-09-04,14,14,LEVENT GUNEY
2024-09-04,14,1,SEYRANTEPE 2 DOGU
2024-09-04,14,1,SEYRANTEPE 2 DOGU
2024-09-04,14,2,LEVENT GUNEY
2024-09-04,14,19,VEZNECILER KUZEY
2024-09-04,14,1,YENIKAPI KUZEY
2024-09-04,14,1,SISHANE KUZEY
2024-09-04,14,1,HALIC GUNEY
2024-09-04,14,2,HALIC GUNEY
2024-09-04,14,1,GAYRETTEPE
2024-09-04,14,32,HALIC KUZEY
2024-09-04,14,1,GAYRETTEPE
2024-09-04,14,54,ATATURK OTO SANAYI GUNEY
2024-09-04,14,5,SISLI 2 KUZEY
2024-09-04,14,3,OSMANBEY KUZEY
2024-09-04,14,2,OSMANBEY 2 GUNEY
2024-09-04,14,1,4 LEVENT KUZEY
2024-09-04,14,82,VEZNECILER KUZEY
2024-09-04,14,2,TAKSIM GUNEY
2024-09-04,14,39,4 LEVENT KUZEY
2024-09-04,14,1,LEVENT 2 KUZEY
2024-09-04,14,9,VEZNECILER GUNEY
2024-09-04,14,5,VEZNECILER KUZEY
2024-09-04,14,28,SEYRANTEPE 1 BATI
2024-09-04,14,3,YENIKAPI KUZEY
2024-09-04,14,25,SISHANE GUNEY
2024-09-04,14,3,SEYRANTEPE 1 BATI
2024-09-04,14,149,4 LEVENT KUZEY
2024-09-04,14,84,LEVENT GUNEY
2024-09-04,14,1,SISLI GUNEY
2024-09-04,14,1,SEYRANTEPE 3 STAD GIRISI
2024-09-04,14,21,GAYRETTEPE
2024-09-04,14,1,ATATURK OTO SANAYI GUNEY
2024-09-04,14,1,SEYRANTEPE 1 BATI
2024-09-04,14,2,SEYRANTEPE 1 BATI
2024-09-04,14,14,4 LEVENT KUZEY
2024-09-04,14,406,OSMANBEY KUZEY
2024-09-04,14,1,VEZNECILER GUNEY
2024-09-04,14,5,SISLI 2 KUZEY
2024-09-04,14,1,4 LEVENT KUZEY
2024-09-04,14,89,ITU GUNEY
2024-09-04,14,8,HALIC KUZEY
2024-09-04,14,80,TAKSIM GUNEY
2024-09-04,14,1,VEZNECILER KUZEY
2024-09-04,14,48,SISLI GUNEY
2024-09-04,14,7,ITU KUZEY
2024-09-04,14,2,SISLI 2 KUZEY
2024-09-04,14,57,SISLI 2 KUZEY
2024-09-04,14,19,SISHANE GUNEY
2024-09-04,14,2,HACIOSMAN
2024-09-04,14,12,VEZNECILER GUNEY
2024-09-04,14,3,YENIKAPI KUZEY
2024-09-04,14,2,4 LEVENT KUZEY
2024-09-04,14,32,YENIKAPI KUZEY
2024-09-04,14,61,YENIKAPI KUZEY
2024-09-04,14,1,HALIC GUNEY
2024-09-04,14,32,YENIKAPI GUNEY
2024-09-04,14,1,YENIKAPI KUZEY
2024-09-04,14,5,OSMANBEY KUZEY
2024-09-04,14,179,VEZNECILER GUNEY
2024-09-04,14,1,LEVENT 2 KUZEY
2024-09-04,14,3,OSMANBEY KUZEY
2024-09-04,14,2,VEZNECILER GUNEY
2024-09-04,14,265,SISLI GUNEY
2024-09-04,14,1,HALIC GUNEY
2024-09-04,14,1,LEVENT 2 KUZEY
2024-09-04,14,3,GAYRETTEPE
2024-09-04,14,46,LEVENT GUNEY
2024-09-04,14,3,DARUSSAFAKA
2024-09-04,14,1,HACIOSMAN
2024-09-04,14,1,TAKSIM GUNEY
2024-09-04,14,12,VEZNECILER KUZEY
2024-09-04,14,1,VEZNECILER GUNEY
2024-09-04,14,20,LEVENT 2 KUZEY
2024-09-04,14,39,SEYRANTEPE 3 STAD GIRISI
2024-09-04,14,2,SANAYI MAH. GUNEY
2024-09-04,14,1,SANAYI MAH. GUNEY
2024-09-04,14,5,YENIKAPI GUNEY
2024-09-04,14,89,4 LEVENT 2 GUNEY
2024-09-04,14,1,GAYRETTEPE
2024-09-04,14,61,ITU KUZEY
2024-09-04,14,39,OSMANBEY 2 GUNEY
2024-09-04,14,57,HALIC GUNEY
2024-09-04,14,5,HALIC KUZEY
2024-09-04,14,1,ITU GUNEY
2024-09-04,14,4,SISHANE GUNEY
2024-09-04,14,2,OSMANBEY 2 GUNEY
2024-09-04,14,1,TAKSIM GUNEY
2024-09-04,14,1,HACIOSMAN
2024-09-04,14,3,ATATURK OTO SANAYI KUZEY
2024-09-04,14,12,SISLI GUNEY
2024-09-04,14,2,TAKSIM GUNEY
2024-09-04,14,280,YENIKAPI KUZEY
2024-09-04,14,2,OSMANBEY KUZEY
2024-09-04,14,1,OSMANBEY KUZEY
2024-09-04,14,2,ITU GUNEY
2024-09-04,14,74,DARUSSAFAKA
2024-09-04,14,2,OSMANBEY KUZEY
2024-09-04,14,1,HALIC GUNEY
2024-09-04,14,1,SEYRANTEPE 3 STAD GIRISI
2024-09-04,14,134,LEVENT GUNEY
2024-09-04,14,2,GAYRETTEPE
2024-09-04,14,17,SISHANE KUZEY
2024-09-04,14,1,4 LEVENT 2 GUNEY
2024-09-04,14,130,SISHANE KUZEY
2024-09-04,14,1,SISHANE KUZEY
2024-09-04,14,1,YENIKAPI GUNEY
2024-09-04,14,1,HALIC GUNEY
2024-09-04,14,43,LEVENT 2 KUZEY
2024-09-04,14,7,OSMANBEY 2 GUNEY
2024-09-04,14,28,OSMANBEY 2 GUNEY
2024-09-04,14,242,YENIKAPI GUNEY
2024-09-04,14,27,OSMANBEY KUZEY
2024-09-04,14,29,SISLI 2 KUZEY
2024-09-04,14,320,YENIKAPI KUZEY
2024-09-04,14,1,LEVENT GUNEY
2024-09-04,14,2,ATATURK OTO SANAYI GUNEY
2024-09-04,14,2,4 LEVENT 2 GUNEY
2024-09-04,14,1,OSMANBEY KUZEY
2024-09-04,14,9,SANAYI MAH. GUNEY
2024-09-04,14,1,ATATURK OTO SANAYI GUNEY
2024-09-04,14,25,SISLI GUNEY
2024-09-04,14,2,VEZNECILER KUZEY
2024-09-04,14,3,DARUSSAFAKA
2024-09-04,15,2,HALIC GUNEY
2024-09-04,15,134,SISHANE GUNEY
2024-09-04,15,1,ATATURK OTO SANAYI KUZEY
2024-09-04,15,73,OSMANBEY KUZEY
2024-09-04,15,3,SISHANE GUNEY
2024-09-04,15,35,SISLI GUNEY
2024-09-04,15,21,LEVENT 2 KUZEY
2024-09-04,15,12,SANAYI MAH. KUZEY
2024-09-04,15,3,YENIKAPI KUZEY
2024-09-04,15,2,GAYRETTEPE
2024-09-04,15,44,LEVENT 2 KUZEY
2024-09-04,15,1,SISHANE KUZEY
2024-09-04,15,80,OSMANBEY 2 GUNEY
2024-09-04,15,1,LEVENT GUNEY
2024-09-04,15,1,4 LEVENT 2 GUNEY
2024-09-04,15,36,OSMANBEY 2 GUNEY
2024-09-04,15,5,ATATURK OTO SANAYI GUNEY
2024-09-04,15,2,SISLI 2 KUZEY
2024-09-04,15,18,VEZNECILER KUZEY
2024-09-04,15,6,4 LEVENT KUZEY
2024-09-04,15,8,HALIC GUNEY
2024-09-04,15,2,SANAYI MAH. GUNEY
2024-09-04,15,18,ITU GUNEY
2024-09-04,15,1,OSMANBEY KUZEY
2024-09-04,15,1,SANAYI MAH. KUZEY
2024-09-04,15,2,SEYRANTEPE 3 STAD GIRISI
2024-09-04,15,2,HALIC GUNEY
2024-09-04,15,1,GAYRETTEPE
2024-09-04,15,1,ATATURK OTO SANAYI KUZEY
2024-09-04,15,5,SISLI 2 KUZEY
2024-09-04,15,10,ITU KUZEY
